Date,Extent,Year, Month, Day,     Extent_,    Missing, Source Data,hemisphere
10/27/88,9.828,1988,10,27,9.828,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881027_f08_v1.1_n.bin'],north
10/28/88,9.8,1988,10,28,9.8,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881028_f08_v1.1_n.bin'],north
10/29/88,9.879,1988,10,29,9.879,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881029_f08_v1.1_n.bin'],north
10/30/88,9.978,1988,10,30,9.978,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881030_f08_v1.1_n.bin'],north
10/31/88,10.021,1988,10,31,10.021,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881031_f08_v1.1_n.bin'],north
11/1/88,10.162,1988,11,1,10.162,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881101_f08_v1.1_n.bin'],north
11/2/88,10.21,1988,11,2,10.21,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881102_f08_v1.1_n.bin'],north
11/3/88,10.36,1988,11,3,10.36,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881103_f08_v1.1_n.bin'],north
11/4/88,10.373,1988,11,4,10.373,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881104_f08_v1.1_n.bin'],north
11/5/88,10.391,1988,11,5,10.391,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881105_f08_v1.1_n.bin'],north
11/6/88,10.436,1988,11,6,10.436,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881106_f08_v1.1_n.bin'],north
11/7/88,10.555,1988,11,7,10.555,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881107_f08_v1.1_n.bin'],north
11/8/88,10.642,1988,11,8,10.642,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881108_f08_v1.1_n.bin'],north
11/9/88,10.767,1988,11,9,10.767,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881109_f08_v1.1_n.bin'],north
11/10/88,10.895,1988,11,10,10.895,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881110_f08_v1.1_n.bin'],north
11/11/88,10.951,1988,11,11,10.951,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881111_f08_v1.1_n.bin'],north
11/12/88,11.069,1988,11,12,11.069,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881112_f08_v1.1_n.bin'],north
11/13/88,11.175,1988,11,13,11.175,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881113_f08_v1.1_n.bin'],north
11/14/88,11.297,1988,11,14,11.297,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881114_f08_v1.1_n.bin'],north
11/15/88,11.397,1988,11,15,11.397,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881115_f08_v1.1_n.bin'],north
11/16/88,11.512,1988,11,16,11.512,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881116_f08_v1.1_n.bin'],north
11/17/88,11.511,1988,11,17,11.511,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881117_f08_v1.1_n.bin'],north
11/18/88,11.523,1988,11,18,11.523,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881118_f08_v1.1_n.bin'],north
11/19/88,11.574,1988,11,19,11.574,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881119_f08_v1.1_n.bin'],north
11/20/88,11.667,1988,11,20,11.667,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881120_f08_v1.1_n.bin'],north
11/21/88,11.761,1988,11,21,11.761,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881121_f08_v1.1_n.bin'],north
11/22/88,11.913,1988,11,22,11.913,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881122_f08_v1.1_n.bin'],north
11/23/88,11.997,1988,11,23,11.997,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881123_f08_v1.1_n.bin'],north
11/24/88,12.055,1988,11,24,12.055,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881124_f08_v1.1_n.bin'],north
11/25/88,12.096,1988,11,25,12.096,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881125_f08_v1.1_n.bin'],north
11/26/88,12.116,1988,11,26,12.116,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881126_f08_v1.1_n.bin'],north
11/27/88,12.203,1988,11,27,12.203,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881127_f08_v1.1_n.bin'],north
11/28/88,12.326,1988,11,28,12.326,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881128_f08_v1.1_n.bin'],north
11/29/88,12.465,1988,11,29,12.465,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881129_f08_v1.1_n.bin'],north
11/30/88,12.526,1988,11,30,12.526,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881130_f08_v1.1_n.bin'],north
12/1/88,12.699,1988,12,1,12.699,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881201_f08_v1.1_n.bin'],north
12/2/88,12.704,1988,12,2,12.704,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881202_f08_v1.1_n.bin'],north
12/3/88,12.827,1988,12,3,12.827,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881203_f08_v1.1_n.bin'],north
12/4/88,12.905,1988,12,4,12.905,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881204_f08_v1.1_n.bin'],north
12/5/88,13.008,1988,12,5,13.008,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881205_f08_v1.1_n.bin'],north
12/6/88,13.117,1988,12,6,13.117,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881206_f08_v1.1_n.bin'],north
12/7/88,13.181,1988,12,7,13.181,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881207_f08_v1.1_n.bin'],north
12/8/88,13.292,1988,12,8,13.292,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881208_f08_v1.1_n.bin'],north
12/9/88,13.303,1988,12,9,13.303,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881209_f08_v1.1_n.bin'],north
12/10/88,13.374,1988,12,10,13.374,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881210_f08_v1.1_n.bin'],north
12/11/88,13.437,1988,12,11,13.437,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881211_f08_v1.1_n.bin'],north
12/12/88,13.512,1988,12,12,13.512,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881212_f08_v1.1_n.bin'],north
12/13/88,13.629,1988,12,13,13.629,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881213_f08_v1.1_n.bin'],north
12/14/88,13.695,1988,12,14,13.695,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881214_f08_v1.1_n.bin'],north
12/15/88,13.746,1988,12,15,13.746,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881215_f08_v1.1_n.bin'],north
12/16/88,13.749,1988,12,16,13.749,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881216_f08_v1.1_n.bin'],north
12/17/88,13.778,1988,12,17,13.778,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881217_f08_v1.1_n.bin'],north
12/18/88,13.747,1988,12,18,13.747,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881218_f08_v1.1_n.bin'],north
12/19/88,13.819,1988,12,19,13.819,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881219_f08_v1.1_n.bin'],north
12/20/88,13.815,1988,12,20,13.815,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881220_f08_v1.1_n.bin'],north
12/21/88,13.919,1988,12,21,13.919,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881221_f08_v1.1_n.bin'],north
12/22/88,13.976,1988,12,22,13.976,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881222_f08_v1.1_n.bin'],north
12/23/88,14.099,1988,12,23,14.099,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881223_f08_v1.1_n.bin'],north
12/24/88,14.071,1988,12,24,14.071,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881224_f08_v1.1_n.bin'],north
12/25/88,14.103,1988,12,25,14.103,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881225_f08_v1.1_n.bin'],north
12/26/88,14.124,1988,12,26,14.124,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881226_f08_v1.1_n.bin'],north
12/27/88,14.116,1988,12,27,14.116,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881227_f08_v1.1_n.bin'],north
12/28/88,14.115,1988,12,28,14.115,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881228_f08_v1.1_n.bin'],north
12/29/88,14.141,1988,12,29,14.141,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881229_f08_v1.1_n.bin'],north
12/30/88,14.18,1988,12,30,14.18,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881230_f08_v1.1_n.bin'],north
12/31/88,14.211,1988,12,31,14.211,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1988/nt_19881231_f08_v1.1_n.bin'],north
1/1/89,14.261,1989,1,1,14.261,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890101_f08_v1.1_n.bin'],north
1/2/89,14.313,1989,1,2,14.313,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890102_f08_v1.1_n.bin'],north
1/3/89,14.402,1989,1,3,14.402,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890103_f08_v1.1_n.bin'],north
1/4/89,14.417,1989,1,4,14.417,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890104_f08_v1.1_n.bin'],north
1/5/89,14.381,1989,1,5,14.381,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890105_f08_v1.1_n.bin'],north
1/6/89,14.359,1989,1,6,14.359,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890106_f08_v1.1_n.bin'],north
1/7/89,14.42,1989,1,7,14.42,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890107_f08_v1.1_n.bin'],north
1/8/89,14.548,1989,1,8,14.548,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890108_f08_v1.1_n.bin'],north
1/9/89,14.701,1989,1,9,14.701,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890109_f08_v1.1_n.bin'],north
1/10/89,14.755,1989,1,10,14.755,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890110_f08_v1.1_n.bin'],north
1/11/89,14.819,1989,1,11,14.819,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890111_f08_v1.1_n.bin'],north
1/12/89,14.886,1989,1,12,14.886,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890112_f08_v1.1_n.bin'],north
1/13/89,14.921,1989,1,13,14.921,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890113_f08_v1.1_n.bin'],north
1/14/89,14.997,1989,1,14,14.997,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890114_f08_v1.1_n.bin'],north
1/15/89,15.011,1989,1,15,15.011,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890115_f08_v1.1_n.bin'],north
1/16/89,14.956,1989,1,16,14.956,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890116_f08_v1.1_n.bin'],north
1/17/89,15.012,1989,1,17,15.012,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890117_f08_v1.1_n.bin'],north
1/18/89,15.08,1989,1,18,15.08,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890118_f08_v1.1_n.bin'],north
1/19/89,15.166,1989,1,19,15.166,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890119_f08_v1.1_n.bin'],north
1/20/89,15.165,1989,1,20,15.165,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890120_f08_v1.1_n.bin'],north
1/21/89,15.265,1989,1,21,15.265,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890121_f08_v1.1_n.bin'],north
1/22/89,15.288,1989,1,22,15.288,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890122_f08_v1.1_n.bin'],north
1/23/89,15.378,1989,1,23,15.378,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890123_f08_v1.1_n.bin'],north
1/24/89,15.369,1989,1,24,15.369,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890124_f08_v1.1_n.bin'],north
1/25/89,15.38,1989,1,25,15.38,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890125_f08_v1.1_n.bin'],north
1/26/89,15.373,1989,1,26,15.373,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890126_f08_v1.1_n.bin'],north
1/27/89,15.43,1989,1,27,15.43,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890127_f08_v1.1_n.bin'],north
1/28/89,15.502,1989,1,28,15.502,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890128_f08_v1.1_n.bin'],north
1/29/89,15.364,1989,1,29,15.364,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890129_f08_v1.1_n.bin'],north
1/30/89,15.319,1989,1,30,15.319,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890130_f08_v1.1_n.bin'],north
1/31/89,15.361,1989,1,31,15.361,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890131_f08_v1.1_n.bin'],north
2/1/89,15.386,1989,2,1,15.386,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890201_f08_v1.1_n.bin'],north
2/2/89,15.427,1989,2,2,15.427,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890202_f08_v1.1_n.bin'],north
2/3/89,15.454,1989,2,3,15.454,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890203_f08_v1.1_n.bin'],north
2/4/89,15.378,1989,2,4,15.378,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890204_f08_v1.1_n.bin'],north
2/5/89,15.482,1989,2,5,15.482,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890205_f08_v1.1_n.bin'],north
2/6/89,15.463,1989,2,6,15.463,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890206_f08_v1.1_n.bin'],north
2/7/89,15.485,1989,2,7,15.485,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890207_f08_v1.1_n.bin'],north
2/8/89,15.515,1989,2,8,15.515,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890208_f08_v1.1_n.bin'],north
2/9/89,15.577,1989,2,9,15.577,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890209_f08_v1.1_n.bin'],north
2/10/89,15.594,1989,2,10,15.594,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890210_f08_v1.1_n.bin'],north
2/11/89,15.473,1989,2,11,15.473,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890211_f08_v1.1_n.bin'],north
2/12/89,15.383,1989,2,12,15.383,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890212_f08_v1.1_n.bin'],north
2/13/89,15.424,1989,2,13,15.424,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890213_f08_v1.1_n.bin'],north
2/14/89,15.465,1989,2,14,15.465,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890214_f08_v1.1_n.bin'],north
2/15/89,15.503,1989,2,15,15.503,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890215_f08_v1.1_n.bin'],north
2/16/89,15.368,1989,2,16,15.368,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890216_f08_v1.1_n.bin'],north
2/17/89,15.314,1989,2,17,15.314,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890217_f08_v1.1_n.bin'],north
2/18/89,15.396,1989,2,18,15.396,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890218_f08_v1.1_n.bin'],north
2/19/89,15.455,1989,2,19,15.455,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890219_f08_v1.1_n.bin'],north
2/20/89,15.469,1989,2,20,15.469,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890220_f08_v1.1_n.bin'],north
2/21/89,15.467,1989,2,21,15.467,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890221_f08_v1.1_n.bin'],north
2/22/89,15.534,1989,2,22,15.534,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890222_f08_v1.1_n.bin'],north
2/23/89,15.571,1989,2,23,15.571,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890223_f08_v1.1_n.bin'],north
2/24/89,15.638,1989,2,24,15.638,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890224_f08_v1.1_n.bin'],north
2/25/89,15.664,1989,2,25,15.664,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890225_f08_v1.1_n.bin'],north
2/26/89,15.655,1989,2,26,15.655,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890226_f08_v1.1_n.bin'],north
2/27/89,15.68,1989,2,27,15.68,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890227_f08_v1.1_n.bin'],north
2/28/89,15.655,1989,2,28,15.655,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890228_f08_v1.1_n.bin'],north
3/1/89,15.557,1989,3,1,15.557,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890301_f08_v1.1_n.bin'],north
3/2/89,15.607,1989,3,2,15.607,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890302_f08_v1.1_n.bin'],north
3/3/89,15.686,1989,3,3,15.686,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890303_f08_v1.1_n.bin'],north
3/4/89,15.72,1989,3,4,15.72,0, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1989/nt_19890304_f08_v1.1_n.bin'],north
